Campaign name,Ad group,Date,Impressions,Clicks,Average CPC,Cost,Conversions,Conversion value,CTR,Device,Network
Holiday Promo Q4,AdGroup - Holiday,2025-02-16,4178,240,3.27,784.8,9,19800,5.75%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-02-16,2194,166,1.58,262.28,2,1400,7.6%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-17,4385,66,2.69,177.54,0,0,1.52%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-02-17,4375,583,3.03,1766.49,16,28800,13.34%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-02-17,5923,539,1.63,878.57,8,7600,9.12%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-02-17,5708,375,5.18,1942.5,22,48400,6.58%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-02-17,1511,63,1.69,106.47,3,2100,4.22%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-18,3446,385,2.13,820.05,7,8400,11.18%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-02-18,3671,353,3.81,1344.93,8,14400,9.62%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-02-18,2276,154,2.03,312.62,2,1900,6.78%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-02-18,4395,380,6.14,2333.2,25,55000,8.67%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-02-18,2756,245,1.64,401.8,4,2800,8.89%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-19,5082,279,3.0,837.0,2,2400,5.5%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-02-19,1778,203,3.23,655.69,11,19800,11.44%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-02-19,3589,266,2.33,619.78,6,5700,7.42%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-02-19,50,3,3.8,11.4,0,0,7.69%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-02-19,1844,141,1.99,280.59,4,2800,7.67%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-20,50,4,2.64,10.56,0,0,8.38%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-02-20,2143,147,4.15,610.05,2,3600,6.86%,Tablet,Google Search
New Store Launch,AdGroup - New,2025-02-20,2487,155,1.85,286.75,1,950,6.27%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-02-20,2273,181,4.1,742.1,12,26400,7.98%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-02-20,4082,586,1.42,832.12,9,6300,14.37%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-21,3019,120,1.6,192.0,3,3600,3.99%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-02-21,3288,229,2.95,675.55,7,12600,6.98%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-02-21,3310,101,2.07,209.07,0,0,3.06%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-02-21,1842,136,2.49,338.64,9,19800,7.41%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-02-21,6424,396,1.48,586.08,5,3500,6.17%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-22,2021,20,2.64,52.8,1,1200,1.0%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-02-22,3643,207,4.37,904.59,6,10800,5.68%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-02-22,3200,328,2.56,839.68,10,9500,10.26%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-02-22,5155,391,3.48,1360.68,15,33000,7.6%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-02-22,2989,232,1.89,438.48,0,0,7.77%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-23,2651,91,2.01,182.91,1,1200,3.46%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-02-23,2656,164,3.38,554.32,8,14400,6.19%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-02-23,2271,238,1.7,404.6,5,4750,10.49%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-02-23,3755,177,4.63,819.51,9,19800,4.72%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-02-23,5170,287,2.13,611.31,7,4900,5.57%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-24,4452,413,2.07,854.91,5,6000,9.28%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-02-24,3872,169,1.94,327.86,6,10800,4.37%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-02-24,2607,169,2.08,351.52,4,3800,6.51%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-02-24,3086,215,4.33,930.95,13,28600,7.0%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-02-24,4666,452,1.43,646.36,5,3500,9.7%,Tablet,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-25,4087,355,2.17,770.35,7,8400,8.7%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-02-25,4074,393,4.67,1835.31,16,28800,9.67%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-02-25,4946,482,2.15,1036.3,11,10450,9.76%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-02-25,2957,220,4.78,1051.6,19,41800,7.44%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-02-25,1943,111,2.01,223.11,1,700,5.76%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-26,2561,106,2.64,279.84,0,0,4.17%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-02-26,5515,283,3.61,1021.63,17,30600,5.15%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-02-26,2652,133,1.67,222.11,3,2850,5.04%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-02-26,192,6,2.66,15.96,0,0,3.24%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-02-26,5083,293,1.87,547.91,3,2100,5.78%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-27,2079,252,3.5,882.0,4,4800,12.13%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-02-27,2396,239,3.2,764.8,5,9000,9.98%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-02-27,5301,508,2.38,1209.04,13,12350,9.59%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-02-27,2685,130,3.41,443.3,5,11000,4.84%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-02-27,3130,138,2.47,340.86,2,1400,4.43%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-02-28,5054,332,3.1,1029.2,5,6000,6.59%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-02-28,427,33,2.07,68.31,1,1800,7.92%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-02-28,4882,337,1.85,623.45,9,8550,6.92%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-02-28,3935,291,5.55,1615.05,14,30800,7.42%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-02-28,3865,162,1.94,314.28,2,1400,4.21%,Tablet,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-01,2889,207,2.4,496.8,2,2400,7.2%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-03-01,2489,117,3.01,352.17,6,10800,4.73%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-01,6102,61,2.35,143.35,1,950,1.0%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-01,4120,319,4.68,1492.92,10,22000,7.76%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-01,3895,384,1.35,518.4,2,1400,9.88%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-02,3869,330,2.1,693.0,3,3600,8.54%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-02,3277,265,3.94,1044.1,11,19800,8.1%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-03-02,3306,263,2.15,565.45,2,1900,7.96%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-02,6467,569,4.84,2753.96,28,61600,8.81%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-03-02,2683,207,2.3,476.1,2,1400,7.72%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-03,3835,213,2.1,447.3,1,1200,5.56%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-03-03,1580,123,2.97,365.31,4,7200,7.78%,Tablet,Google Display
New Store Launch,AdGroup - New,2025-03-03,4517,458,1.97,902.26,9,8550,10.15%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-03,5307,478,5.17,2471.26,33,72600,9.02%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-03,2897,297,1.56,463.32,3,2100,10.26%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-04,4898,339,1.89,640.71,6,7200,6.92%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-03-04,3926,255,2.94,749.7,7,12600,6.5%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-03-04,3450,138,1.71,235.98,5,4750,4.01%,Desktop,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-04,4055,294,4.47,1314.18,23,50600,7.26%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-03-04,1966,132,1.81,238.92,1,700,6.73%,Desktop,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-05,3349,270,2.32,626.4,2,2400,8.08%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-03-05,6461,552,3.01,1661.52,26,46800,8.55%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-05,817,93,1.99,185.07,1,950,11.39%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-03-05,2902,181,3.56,644.36,11,24200,6.27%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-03-05,705,73,1.64,119.72,0,0,10.49%,Tablet,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-06,4308,220,3.1,682.0,1,1200,5.13%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-03-06,2067,191,2.9,553.9,6,10800,9.26%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-03-06,845,66,2.41,159.06,3,2850,7.88%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-03-06,1774,166,5.01,831.66,6,13200,9.4%,Desktop,Google Display
Referral Boost,AdGroup - Referral,2025-03-06,2300,182,1.19,216.58,3,2100,7.95%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-07,334,19,2.45,46.55,0,0,5.89%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-03-07,3097,302,3.33,1005.66,15,27000,9.75%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-03-07,4225,198,2.43,481.14,6,5700,4.69%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-03-07,4259,236,3.35,790.6,9,19800,5.56%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-07,3887,384,1.22,468.48,3,2100,9.9%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-08,4392,447,2.95,1318.65,4,4800,10.2%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-08,4071,313,3.94,1233.22,7,12600,7.71%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-03-08,4147,390,2.26,881.4,7,6650,9.43%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-08,7781,702,5.23,3671.46,36,79200,9.03%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-08,7006,488,1.84,897.92,6,4200,6.97%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-09,4577,328,2.41,790.48,4,4800,7.18%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-09,3106,168,2.3,386.4,7,12600,5.42%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-09,3625,249,2.0,498.0,1,950,6.89%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-09,3286,172,4.36,749.92,9,19800,5.24%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-03-09,5760,297,1.73,513.81,3,2100,5.16%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-10,5364,405,3.45,1397.25,13,15600,7.56%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-10,3659,123,2.01,247.23,4,7200,3.37%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-03-10,1378,140,1.81,253.4,2,1900,10.19%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-03-10,3970,213,4.38,932.94,10,22000,5.38%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-10,3433,155,1.75,271.25,0,0,4.54%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-11,3865,432,3.08,1330.56,5,6000,11.18%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-11,4812,394,3.81,1501.14,18,32400,8.2%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-03-11,4180,320,1.7,544.0,4,3800,7.68%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-11,3557,65,3.65,237.25,1,2200,1.85%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-11,3889,391,2.26,883.66,6,4200,10.07%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-12,1959,200,3.0,600.0,3,3600,10.26%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-03-12,2744,56,2.76,154.56,2,3600,2.04%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-03-12,5298,576,1.56,898.56,11,10450,10.88%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-03-12,3133,144,3.75,540.0,3,6600,4.61%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-03-12,2906,199,1.19,236.81,2,1400,6.87%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-13,2541,334,2.27,758.18,3,3600,13.17%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-13,4569,343,2.92,1001.56,7,12600,7.52%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-13,3585,74,1.86,137.64,3,2850,2.09%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-03-13,4795,311,5.06,1573.66,24,52800,6.5%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-03-13,4304,123,1.26,154.98,1,700,2.88%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-14,6348,901,2.82,2540.82,13,15600,14.19%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-14,4501,167,2.65,442.55,12,21600,3.72%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-14,2140,175,2.83,495.25,3,2850,8.22%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-03-14,2370,198,4.84,958.32,10,22000,8.38%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-14,3052,219,2.75,602.25,1,700,7.18%,Tablet,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-15,1495,124,3.38,419.12,3,3600,8.3%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-03-15,4153,268,3.6,964.8,16,28800,6.47%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-15,3195,238,2.16,514.08,7,6650,7.46%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-15,2391,132,3.61,476.52,7,15400,5.54%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-15,5811,643,1.68,1080.24,8,5600,11.08%,Mobile,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-16,3453,243,2.4,583.2,6,7200,7.05%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-03-16,5450,386,3.84,1482.24,15,27000,7.09%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-03-16,3721,235,2.45,575.75,6,5700,6.33%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-16,5171,565,3.66,2067.9,25,55000,10.94%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-03-16,5179,468,2.06,964.08,6,4200,9.04%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-17,4524,433,3.09,1337.97,8,9600,9.59%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-03-17,3710,180,3.1,558.0,6,10800,4.85%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-17,2632,205,1.95,399.75,8,7600,7.82%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-03-17,909,73,4.1,299.3,5,11000,8.14%,Desktop,Google Search
Referral Boost,AdGroup - Referral,2025-03-17,2524,177,1.54,272.58,1,700,7.02%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-18,4994,345,2.37,817.65,3,3600,6.92%,Mobile,YouTube
Valentine Push,AdGroup - Valentine,2025-03-18,744,18,3.97,71.46,1,1800,2.54%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-03-18,50,4,2.72,10.88,0,0,8.05%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-18,5608,562,4.56,2562.72,32,70400,10.03%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-18,4338,259,1.79,463.61,2,1400,5.97%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-19,1096,61,2.51,153.11,0,0,5.62%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-03-19,4987,244,2.78,678.32,9,16200,4.9%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-03-19,3294,348,1.73,602.04,10,9500,10.58%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-03-19,4335,311,4.32,1343.52,15,33000,7.19%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-03-19,2875,260,1.51,392.6,3,2100,9.07%,Tablet,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-20,3882,314,2.19,687.66,6,7200,8.09%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-20,3275,285,3.12,889.2,11,19800,8.72%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-20,2924,112,1.8,201.6,3,2850,3.84%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-03-20,3528,222,4.5,999.0,12,26400,6.31%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-03-20,4755,203,1.24,251.72,1,700,4.28%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-21,4976,533,1.82,970.06,7,8400,10.73%,Desktop,Google Search
Valentine Push,AdGroup - Valentine,2025-03-21,3257,303,2.85,863.55,8,14400,9.31%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-21,3505,102,1.55,158.1,0,0,2.92%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-21,50,3,6.08,18.24,0,0,6.93%,Mobile,YouTube
Referral Boost,AdGroup - Referral,2025-03-21,4926,667,1.88,1253.96,5,3500,13.55%,Desktop,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-22,4407,333,2.84,945.72,2,2400,7.56%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-22,4637,484,2.72,1316.48,19,34200,10.44%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-22,3997,305,2.07,631.35,8,7600,7.65%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-22,4115,259,3.95,1023.05,10,22000,6.31%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-22,3486,435,1.81,787.35,8,5600,12.48%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-23,4096,225,2.2,495.0,1,1200,5.51%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-03-23,2082,171,3.52,601.92,6,10800,8.24%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-23,5460,514,1.91,981.74,8,7600,9.42%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-03-23,3270,260,3.42,889.2,9,19800,7.96%,Tablet,Google Search
Referral Boost,AdGroup - Referral,2025-03-23,6884,517,1.21,625.57,6,4200,7.51%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-24,3479,404,1.39,561.56,2,2400,11.62%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-24,6050,535,3.44,1840.4,18,32400,8.84%,Tablet,Google Search
New Store Launch,AdGroup - New,2025-03-24,1352,120,2.81,337.2,0,0,8.89%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-03-24,1705,155,3.62,561.1,11,24200,9.15%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-03-24,4388,331,1.57,519.67,3,2100,7.56%,Desktop,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-25,4481,523,3.09,1616.07,5,6000,11.68%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-03-25,3280,245,2.4,588.0,8,14400,7.5%,Desktop,Google Display
New Store Launch,AdGroup - New,2025-03-25,4656,327,1.65,539.55,2,1900,7.04%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-03-25,3212,178,4.71,838.38,17,37400,5.56%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-03-25,3478,120,1.22,146.4,2,1400,3.47%,Desktop,YouTube
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-26,950,99,2.16,213.84,2,2400,10.52%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-03-26,4935,264,2.82,744.48,15,27000,5.37%,Mobile,Google Search
New Store Launch,AdGroup - New,2025-03-26,3139,300,2.04,612.0,5,4750,9.56%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-26,4626,235,4.89,1149.15,10,22000,5.08%,Desktop,YouTube
Referral Boost,AdGroup - Referral,2025-03-26,3466,355,1.75,621.25,3,2100,10.26%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-27,6016,351,1.99,698.49,8,9600,5.85%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-27,50,4,3.48,13.92,0,0,8.1%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-03-27,4356,202,2.17,438.34,6,5700,4.64%,Mobile,Google Search
Holiday Promo Q4,AdGroup - Holiday,2025-03-27,2993,217,4.39,952.63,0,0,7.26%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-27,3019,160,1.43,228.8,1,700,5.31%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-28,4769,193,2.83,546.19,2,2400,4.05%,Mobile,Google Search
Valentine Push,AdGroup - Valentine,2025-03-28,4443,448,3.57,1599.36,14,25200,10.09%,Mobile,YouTube
New Store Launch,AdGroup - New,2025-03-28,2853,335,2.7,904.5,3,2850,11.77%,Mobile,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-03-28,5218,466,3.63,1691.58,24,52800,8.94%,Tablet,Google Search
Referral Boost,AdGroup - Referral,2025-03-28,4725,141,2.18,307.38,2,1400,2.99%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-29,2252,22,2.58,56.76,1,1200,1.0%,Desktop,Google Display
Valentine Push,AdGroup - Valentine,2025-03-29,3268,421,3.35,1410.35,19,34200,12.89%,Desktop,Google Search
New Store Launch,AdGroup - New,2025-03-29,4496,264,2.22,586.08,4,3800,5.89%,Mobile,YouTube
Holiday Promo Q4,AdGroup - Holiday,2025-03-29,4409,433,4.48,1939.84,29,63800,9.84%,Mobile,Google Search
Referral Boost,AdGroup - Referral,2025-03-29,6261,554,1.61,891.94,7,4900,8.86%,Mobile,Google Search
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-30,1473,94,2.95,277.3,1,1200,6.43%,Tablet,Google Search
Valentine Push,AdGroup - Valentine,2025-03-30,4612,597,3.23,1928.31,29,52200,12.96%,Mobile,Google Display
New Store Launch,AdGroup - New,2025-03-30,519,56,1.81,101.36,0,0,10.79%,Desktop,Google Display
Holiday Promo Q4,AdGroup - Holiday,2025-03-30,2455,136,4.73,643.28,7,15400,5.55%,Mobile,Google Display
Referral Boost,AdGroup - Referral,2025-03-30,3196,253,1.16,293.48,2,1400,7.93%,Mobile,Google Display
Chiffon Brand Awareness,AdGroup - Chiffon,2025-03-31,4362,486,2.07,1006.02,6,7200,11.15%,Mobile,Google Display
Valentine Push,AdGroup - Valentine,2025-03-31,2946,70,2.49,174.3,0,0,2.38%,Mobile,YouTube
